input_prompt,question,correct_answers,output_prediction,processed_answer
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What is the official language of Nicaragua?\nA:""]",What is the official language of Nicaragua?,"['spanish', 'espanol', 'espaol', 'espanhol', 'espagnol', 'español', 'espaniol', 'spainish', 'spanish', 'espanish', 'spanish disambiguation']"," Spanish
Q: Who was the first", Spanish
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Who won the gold medal for the 100m at the 1992 Olympics at 32 years of age and became the oldest Olympic 100 m champion by four years?\nA:""]",Who won the gold medal for the 100m at the 1992 Olympics at 32 years of age and became the oldest Olympic 100 m champion by four years?,"['christie linford', 'linford christie', 'linfords lunchbox', 'linford christies lunchbox', 'lynford christie']"," Linford Christie
Q: Who was", Linford Christie
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What battle of the Middle Ages fought on Saint Crispin's Day has been immortalized by a speech that references the day in a Shakespearean history play?\nA:""]",What battle of the Middle Ages fought on Saint Crispin's Day has been immortalized by a speech that references the day in a Shakespearean history play?,"['battle of agincourt 1415', 'battle of agincourt', 'battle of agincourt', 'battle agincourt', 'battle of agincourt', 'battle of azincourt', 'battle of agincourt']"," The Battle of Agincourt
Q", The Battle of Agincourt
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which village in Sweden has four chemical elements named after it?\nA:""]",Which village in Sweden has four chemical elements named after it?,"['ytterby', 'ytterby', 'ytterby sweden']"," Ytterby
Q: What", Ytterby
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Cristina Fernandez de Kirchner became President of which South American country in December 2007?\nA:""]",Cristina Fernandez de Kirchner became President of which South American country in December 2007?,"['arxintina', 'argintina', 'argentyna', 'آرژانتین', 'república argentina', 'land of silver', 'argentina', 'ארגנטינה', 'arghantina', 'republica argentina', 'argentine republic', 'аргентына', 'nación argentina', 'argentinien', 'nacion argentina', 'argie', 'アルゼンチン', 'airgintín', 'аржентина', 'argentína', 'argentine republic', 'argentīna', 'argentinean', 'argentiina', 'argentine republic', 'arxentina', 'արգենտինա', 'archantina', 'argies', 'antonia merce y luque', 'people of argintina', 'iso 31661ar', 'argentinië', 'אַרגענטינע', 'arjantin', 'अर्जेन्टीना', 'الأرجنتين', 'argentina information', 'republic of argentina', 'ariannin', 'argentina republic', 'argentinie', 'argentinia', 'airgintin', 'argjentina']"," Argentina
Q: Who was the first", Argentina
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which famous individual created the 'Blue Peter' sailing ship logo?\nA:""]",Which famous individual created the 'Blue Peter' sailing ship logo?,"['tony hart', 'tony hart']"," David Attenborough
Q: Which", David Attenborough
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Who knocked Andy Murray out of the 2013 US Open in the quarter-finals? (Surname only will do)\nA:""]",Who knocked Andy Murray out of the 2013 US Open in the quarter-finals? (Surname only will do),"['stanislas wawrinka', 'stanislas wawrinka', 'wawrinka', 'stan wawrinka', 'stanislas warwinka']"," Stanislas Wawrinka
", Stanislas Wawrinka
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Tomorrow marks the anniversary of the debut of what long running children's television series, originally produced by the Children's Television Workshop?\nA:""]","Tomorrow marks the anniversary of the debut of what long running children's television series, originally produced by the Children's Television Workshop?","['furry arms', 'annual sesame street cookie baking contest', 'sesamstreet', 'sesame street universe', 'elmonoske', 'sesame street season 2', 'how crayons are made', 'sesame street play group', 'sesame street', 'visit to sesame street hospital', 'sesame streets', 'visit to sesame street museum', 'sesame street', 'gloria globe', 'sesame st', 'list of sesame street episodes', 'sesame street season 1', 'seseme street', 'sesame st', 'sesame street episodes', 'sesame street film', 'sesamestreet', 'furry arms hotel', 'king banishes letter p']"," Sesame Street
Q: In which", Sesame Street
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Sixty year old Cristina Fernandez de Kirchner is the current president of which South American country ?\nA:""]",Sixty year old Cristina Fernandez de Kirchner is the current president of which South American country ?,"['arxintina', 'argintina', 'argentyna', 'آرژانتین', 'república argentina', 'land of silver', 'argentina', 'ארגנטינה', 'arghantina', 'republica argentina', 'argentine republic', 'аргентына', 'nación argentina', 'argentinien', 'nacion argentina', 'argie', 'アルゼンチン', 'airgintín', 'аржентина', 'argentína', 'argentine republic', 'argentīna', 'argentinean', 'argentiina', 'argentine republic', 'arxentina', 'արգենտինա', 'archantina', 'argentina', 'argies', 'antonia merce y luque', 'people of argintina', 'iso 31661ar', 'argentinië', 'אַרגענטינע', 'arjantin', 'अर्जेन्टीना', 'الأرجنتين', 'argentina information', 'republic of argentina', 'ariannin', 'argentina republic', 'argentinie', 'argentinia', 'airgintin', 'argjentina']"," Argentina
Q: Who was the first", Argentina
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which syndrome, a type of delusional jealousy of infidelity of a spouse or partner, is named after a Shakespearian character?\nA:""]","Which syndrome, a type of delusional jealousy of infidelity of a spouse or partner, is named after a Shakespearian character?","['othello syndrome', 'othello syndrome', 'morbid jealousy', 'delusional jealousy']"," Othello Syndrome
Q: Which", Othello Syndrome
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What common chemical compound type, including many natural fats and essential oils, results from replacing the hydrogen of an acid by an alkyl or other organic group?\nA:""]","What common chemical compound type, including many natural fats and essential oils, results from replacing the hydrogen of an acid by an alkyl or other organic group?","['diester', 'methyl ester', 'ester', 'acetyloxy', 'monoester', 'phosphoric ester', 'carboxylic acid ester', 'ester hydrolysis', 'diesters', 'rcoor', 'esterification', 'ester bond', 'triester', 'ester compound', 'esterolysis', 'coor', 'natural esters', 'carboxylate ester', 'synthetic esters', 'esterified', 'esterfication', 'alkyl carboxylate', 'esters', 'rcoor', 'carboxylic ester', 'ethyl ester', 'ester linkage', 'co2r', 'ester group']"," Ester
Q: What is the", Ester
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What magician-turned-actor portrayed a recurring role as a trickster on a few episodes of TV's Cheers before landing a job as a judge?\nA:""]",What magician-turned-actor portrayed a recurring role as a trickster on a few episodes of TV's Cheers before landing a job as a judge?,['harry anderson']," Penn Jillette
Q: What", Penn Jillette
