input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What type of bridge was used to bring water to Roman cities?
A:",What type of bridge was used to bring water to Roman cities?,"['aquaducts', 'aqueductus', 'aquaeduct', 'aqueduct disambiguation', 'aqueduct', 'aqueducts', 'acqueduct', 'aquaduct', 'aqueduct structure']"," aqueduct
Q: What is the longest name in the world?
Q:", aqueduct
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Charcot-Marie-Tooth disease is an inherited muscle wasting disease affecting which part of the body?
A:",Charcot-Marie-Tooth disease is an inherited muscle wasting disease affecting which part of the body?,"['betty grable', 'legs']"," along the extremities
Q: Sage, thyme, rosemary, and", along the extremities
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which group had a number one hit in July 2010 with 'The Club Is Alive'?
A:",Which group had a number one hit in July 2010 with 'The Club Is Alive'?,"['jpeg lossless compression', 'jpeg lossless', 'jls', 'lossless jpeg', 'jpeg ls']"," The Pussycat Dolls
Q: What is the name of the", The Pussycat Dolls
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the Japanese share index called?
A:",What is the Japanese share index called?,"['nikkei disambiguation', 'nikkei']"," Nikkei 225
Q: What is the name of the head of", Nikkei 225
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Name the Greek equivalent to the Roman goddess, Diana?
A:","Name the Greek equivalent to the Roman goddess, Diana?","['artemis p2', 'themis', 'themis e', 'themis 4', 'themis 5', 'themis 1', 'themis d', 'themis satellite', 'artemis p1', 'artemis', 'themis c', 'time history of events and macroscale interactions during substorms', '2007 004', 'themis 2', 'themis 3', 'themis b', 'acceleration reconnection turbulence and electrodynamics of moon s interaction with sun']"," Artemis is the Greek goddess of the hunt, chastity, the moon,"," Artemis is the Greek goddess of the hunt, chastity, the moon,"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the second biggest city in the UK?
A:",What is the second biggest city in the UK?,"['birmingham england', 'birminghamian', 'birmingham artistic figures', 'birmingham', 'birmingham uk', 'weather in birmingham', 'birmingham united kingdom', 'county borough of birmingham', 'birmingham overspill', 'great barr primary school', 'city of thousand trades', 'metropolitan borough of birmingham', 'bournville junior school', 'beormingham', 'city of thousand and one trades', 'birmingham heritage festival', 'birmingham west midlands', 'bimringham', 'england birmingham', 'b ham', 'birmingham corporation', 'nelson mandela primary school', 'city of birmingham', 'birmingham borough', 'crime and policing in birmingham', 'un locode gbbhm']"," Sheffield
Q: What is the only dwarf planet in the Solar System?
Q", Sheffield
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which seabird that ranges widely in the Southern Ocean and the North Pacific has the largest wingspan of any existing birds?
A:",Which seabird that ranges widely in the Southern Ocean and the North Pacific has the largest wingspan of any existing birds?,"['goony bird', 'albatrosses', 'אלבטרוס', 'diomedeidae', 'goonie bird', 'giant albatross', 'albatross']"," sooty shearwater
Q: What is the longest name in the world?
", sooty shearwater
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In which town or city were most of the Bowie knives made
A:",In which town or city were most of the Bowie knives made,"['sheffield great britain', 'hucklow primary school', 'sheffield city', 'sheffield united kingdom', 'sheffield england', 'shefield', 'city of sheffield', 'county borough of sheffield', 'sheffield borough', 'sheffield district', 'sheffield', 'metropolitan borough of sheffield', 'sheffield u k', 'un locode gbshe', 'sheffield uk']", The Gloucestershire-based cutlery manufacturer in the 1970s and, The Gloucestershire-based cutlery manufacturer in the 1970s and
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which 1989 music video of Madonna attracted criticism for showing images like her making love to Saint Martin de Porres, use of Catholic iconography including a scene where she develops stigmata as well as cross burning?
A:","Which 1989 music video of Madonna attracted criticism for showing images like her making love to Saint Martin de Porres, use of Catholic iconography including a scene where she develops stigmata as well as cross burning?","['like prayer', 'like prayer disambiguation']"," Aug.), officially the Principality of Monaco, is a sovereign city-state on the"," Aug.), officially the Principality of Monaco, is a sovereign city-state on the"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The Philippines has 7,107 islands, which other Asian country is an archipelago of 17,504 islands?
A:","The Philippines has 7,107 islands, which other Asian country is an archipelago of 17,504 islands?","['wildlife of indonesia', 'ecology of indonesia', 'indnonesia', 'indonesie', 'iso 3166 1 id', 'indonesia', 'unitary state of republic of indonesia', 'indonesian republic', 'indonésie', 'indonezio', 'indonesia republic of', 'indonesian government', 'indonesian empire', 'indonisia', 'indonnesia', 'indoneshia', 'etymology of indonesia', 'republic of indonesia', 'world s most populous muslim nation', 'republik indonesia']"," Kiribati
Q: What is the name of the head of state of", Kiribati
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Robert Walden Cassotto achieved fame under what name?
A:",Robert Walden Cassotto achieved fame under what name?,"['gyp cat', 'bobby daren', 'bobby darren', 'rinky dinks', 'bobby darrin', 'walden robert cassotto', 'robert cassotto', 'bobby darin']"," ""Buffalo Bill"" Cody
Q: What is the name of the head"," ""Buffalo Bill"" Cody"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who co-starred with George Clooney in the 2013 movie Gravity?
A:",Who co-starred with George Clooney in the 2013 movie Gravity?,"['sandra annette bullock', 'sandy bullock', 'sandra bullock', 'one of guys film', 'one of guys 2014 film', 'fortis films', 'sandra bulock']"," Sandra Bullock and George Clooney
Q: What is the name of the", Sandra Bullock and George Clooney
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which English town is known for its collection of concrete cows?
A:",Which English town is known for its collection of concrete cows?,"['milton keynes england', 'milton keynes master plan', 'milton keynes masterplan', 'un locode gbmik', 'old stratford primary school', 'milton keynes', 'milton keynes airport', 'middleton keynes', 'broughton fields primary school']", The English town which is known for its collection of concrete cows is known as Brighton, The English town which is known for its collection of concrete cows is known as Brighton
