input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Confederatio Helvetica was the former name of which modern-day country?
A:",Confederatio Helvetica was the former name of which modern-day country?,"['der schweiz', 'switzeland', 'confederation helvetia', 'confederatio helvetica', 'swissland', 'switzerland information', 'confederation suisse', 'switserland', 'confédération suisse', 'swizterland', 'confederation of helvatia', 'swizerland', 'svizzera', 'confederation helvetica', 'land of switzers', 'suiza', 'confederaziun svizra', 'schweiz', 'etymology of switzerland', 'die schweiz', 'suisse', 'confederazione svizzera', 'swiss', 'svizra', 'switzerland', 'schweitz', 'swiss confederation', 'switz', 'svissland', 'schwitzerland', 'environmental integrity group', 'land of swiss', 'schweizerische eidgenossenschaft', 'swissenergy', 'confœderatio helvetica', 'confoederatio helvetica', 'switzer land', 'švýcarsko', 'swiss confederated states', 'iso 3166 1 ch']"," Switzerland
What is the name of the", Switzerland
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which group was founded by Steve Marriott, Ronny Lane, Kenney Jones and Jimmy Winston, Winston soon being replaced by Ian McLagan?
A:","Which group was founded by Steve Marriott, Ronny Lane, Kenney Jones and Jimmy Winston, Winston soon being replaced by Ian McLagan?","['small faces', 'darlings of wapping wharf launderette']"," More…
Which group was founded by Steve", More…
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the name of the note that is 1/8 the length of a semi-breve?
A:",What is the name of the note that is 1/8 the length of a semi-breve?,"['achtel note', 'demi soupir', 'croche', 'eighth note', 'åttondelsnot', 'eighth part note', '♪', '𝄾', 'corchea', 'quaver', '♫', '8th note', 'eighth notes', 'attondelsnot']", What is the name of the note that, What is the name of the note that
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: """"""Serpula Lacrymans"""" is the technical name for which decay of seasoned timber caused by a fungi that consume the cellulose of wood, leaving a soft skeleton which is readily reduced to powder ?""
A:","""""""Serpula Lacrymans"""" is the technical name for which decay of seasoned timber caused by a fungi that consume the cellulose of wood, leaving a soft skeleton which is readily reduced to powder ?""","['dry rot', 'dryrot', 'dry rot treatment']"," hence the common name of """"dry rot"," hence the common name of """"dry rot"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In what year did Captain Matthew Webb become the first to swim the English Channel?
A:",In what year did Captain Matthew Webb become the first to swim the English Channel?,"['one thousand eight hundred and seventy five', '1875']", In what year did Captain Matthew Webb become, In what year did Captain Matthew Webb become
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In what year did the War of 1812 start?
A:",In what year did the War of 1812 start?,"['one thousand eight hundred and twelve', '1812']", In what year did the War of , In what year did the War of 
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In relation to phobias what word describes the fear of strangers or foreigners?
A:",In relation to phobias what word describes the fear of strangers or foreigners?,"['zenophobia', 'xenophobia', 'xenophobe discrimination', 'xenophoby', 'fear of strangers', 'xenophobically', 'xenophobic', 'xenophobous']"," A. xenophobia
In relation to", A. xenophobia
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Gary, Jason, Mark and Howard are all members of which British band?
A:","Gary, Jason, Mark and Howard are all members of which British band?",['take that']," - 7 answers
Gary, Jason", - 7 answers
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which cartoon character created by Al Capp lives in Dog Patch?
A:",Which cartoon character created by Al Capp lives in Dog Patch?,['l abner'], Which cartoon character created by Al Capp, Which cartoon character created by Al Capp
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Aberdeen is known as what?
A:",Aberdeen is known as what?,"['granite city', 'granite city disambiguation']"," The Granite City
Aberdeen is", The Granite City
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The English cities of Gloucester and Worcester are on which river?
A:",The English cities of Gloucester and Worcester are on which river?,"['severn river', 'seven boar', 'severn', 'afon hafren', 'severn vale', 'severn river great britain', 'river severn']", The English cities of Gloucester and Worcester, The English cities of Gloucester and Worcester
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What cocktail typically consists of 3 parts vodka, 1 part apple schnapps, and 1 part cointreau?
A:","What cocktail typically consists of 3 parts vodka, 1 part apple schnapps, and 1 part cointreau?","['apple martini', 'appletini']"," What is the name of this cocktail?
", What is the name of this cocktail?
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What exactly was 'Rob Roy' built at Dumbarton, Scotland in 1818?
A:","What exactly was 'Rob Roy' built at Dumbarton, Scotland in 1818?","['steamships', 'steam ships', 'steam ship', 'steamship']", Was it a paddle steamer or a, Was it a paddle steamer or a
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The technical term abecedarian refers to what form of organization?
A:",The technical term abecedarian refers to what form of organization?,"['alphabetic language', 'alphabetic script', 'alphebet', 'alphabetic', 'alphabetical', 'letter name', 'list of letters in english language', 'abc s', 'true alphabet', 'aplhabet', 'alpabet', 'alfabet', 'alphabet', 'abeceda', 'alphabetic writing system', 'alphabetic writing', 'segmentary', 'abcs', 'alphabets', 'alphabetic writing systems']", A. alphabetical B. chronological C., A. alphabetical B. chronological C.
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In 2001: A Space Odyssey, what was the name of the computer that took control of the spaceship Discovery?
A:","In 2001: A Space Odyssey, what was the name of the computer that took control of the spaceship Discovery?","['heuristically programmed algorithmic computer', 'sal 9000', 'hal9000', 'hal 90000', 'ae 34 unit', 'hal 9000', 'heuristically programmed algorithmic computer 9000']"," HAL 9000
In 200", HAL 9000
